    parsed | total average parse time | recent average parse time |       kept | % of total |   last kept | last kept time | elapsed time
    308374 |                  5.724ms |                   1.404ms |     301955 |    97.918% |   Q29532690 |    12:24:33 PM |     00:29:25
    308396 |                  5.727ms |                  45.455ms |     301958 |    97.912% |   Q29557624 |    12:24:34 PM |     00:29:26
    309467 |                   5.71ms |                   0.934ms |     303029 |     97.92% |   Q29800612 |    12:24:35 PM |     00:29:27
    310680 |                  5.691ms |                   0.824ms |     304242 |    97.928% |   Q29810378 |    12:24:36 PM |     00:29:28
    311549 |                  5.679ms |                   1.151ms |     305111 |    97.934% |   Q29818511 |    12:24:37 PM |     00:29:29
    312731 |                   5.66ms |                   0.846ms |     306293 |    97.941% |   Q29828737 |    12:24:38 PM |     00:29:30
    313484 |                   5.65ms |                   1.328ms |     307040 |    97.944% |   Q29953487 |    12:24:39 PM |     00:29:31
    313632 |                   5.65ms |                   6.757ms |     307187 |    97.945% |   Q30121382 |    12:24:40 PM |     00:29:32
    313680 |                  5.653ms |                  20.833ms |     307235 |    97.945% |   Q30307340 |    12:24:41 PM |     00:29:33
    313686 |                  5.656ms |                 166.667ms |     307241 |    97.945% |   Q30334286 |    12:24:42 PM |     00:29:34
    313687 |                  5.661ms |                    1494ms |     307242 |    97.945% |   Q30335346 |    12:24:43 PM |     00:29:35
    313689 |                  5.664ms |                   500.5ms |     307244 |    97.945% |   Q30451206 |    12:24:44 PM |     00:29:36
    313690 |                  5.665ms |                     325ms |     307245 |    97.945% |   Q30451346 |    12:24:45 PM |     00:29:36
    315044 |                  5.644ms |                   0.739ms |     308599 |    97.954% |   Q30547662 |    12:24:46 PM |     00:29:37
    316540 |                   5.62ms |                   0.668ms |     310095 |    97.964% |   Q30569618 |    12:24:47 PM |     00:29:38
    316542 |                  5.623ms |                   500.5ms |     310097 |    97.964% |   Q30569633 |    12:24:48 PM |     00:29:39
    316543 |                  5.628ms |                    1692ms |     310098 |    97.964% |   Q30585153 |    12:24:49 PM |     00:29:41
    316544 |                  5.639ms |                    3230ms |     310098 |    97.964% |   Q30585153 |    12:24:49 PM |     00:29:44
    316545 |                  5.653ms |                    4479ms |     310099 |    97.964% |   Q31440508 |    12:24:57 PM |     00:29:49
    316592 |                  5.655ms |                  21.298ms |     310106 |    97.951% |   Q33086861 |    12:24:58 PM |     00:29:50
    316593 |                  5.762ms |                   33752ms |     310107 |    97.951% |   Q33093035 |    12:25:32 PM |     00:30:24
    316594 |                  5.765ms |                    1001ms |     310107 |    97.951% |   Q33093035 |    12:25:32 PM |     00:30:25
    316595 |                  5.808ms |                   13682ms |     310107 |    97.951% |   Q33093035 |    12:25:32 PM |     00:30:38
    316596 |                  5.951ms |                   45413ms |     310107 |     97.95% |   Q33093035 |    12:25:32 PM |     00:31:24
    317219 |                  5.943ms |                   1.607ms |     310730 |    97.954% |   Q38159636 |    12:26:33 PM |     00:31:25
    317220 |                  5.963ms |                    6357ms |     310731 |    97.954% |   Q38159643 |    12:26:39 PM |     00:31:31
    317221 |                  5.984ms |                    6672ms |     310731 |    97.954% |   Q38159643 |    12:26:39 PM |     00:31:38
    317222 |                  6.011ms |                    8625ms |     310732 |    97.954% |   Q38932531 |    12:26:55 PM |     00:31:46
    317230 |                  6.014ms |                     125ms |     310740 |    97.954% |   Q39553502 |    12:26:56 PM |     00:31:47
    317232 |                  6.018ms |                   630.5ms |     310742 |    97.954% |   Q39601315 |    12:26:57 PM |     00:31:49
    317233 |                  6.102ms |                   26629ms |     310743 |    97.954% |   Q39625649 |    12:27:23 PM |     00:32:15
    317235 |                  6.105ms |                   500.5ms |     310743 |    97.954% |   Q39625649 |    12:27:23 PM |     00:32:16
    317236 |                  6.162ms |                   18034ms |     310743 |    97.953% |   Q39625649 |    12:27:23 PM |     00:32:34
    317289 |                  6.164ms |                  18.887ms |     310796 |    97.954% |   Q43374968 |    12:27:44 PM |     00:32:35
    317290 |                  6.266ms |                   32195ms |     310797 |    97.954% |   Q43376335 |    12:28:16 PM |     00:33:07
    317291 |                  6.357ms |                   29097ms |     310797 |    97.953% |   Q43376335 |    12:28:16 PM |     00:33:37
    317292 |                   6.36ms |                    1000ms |     310797 |    97.953% |   Q43376335 |    12:28:16 PM |     00:33:38
    317293 |                  6.384ms |                    7352ms |     310798 |    97.953% |   Q48988379 |    12:28:53 PM |     00:33:45
    317323 |                  6.386ms |                  33.333ms |     310826 |    97.953% |   Q50430283 |    12:28:54 PM |     00:33:46
    317342 |                   6.39ms |                  64.737ms |     310845 |    97.953% |   Q50503769 |    12:28:55 PM |     00:33:47
    317343 |                  6.391ms |                     571ms |     310846 |    97.953% |   Q50513821 |    12:28:56 PM |     00:33:48
    317508 |                  6.391ms |                   6.061ms |     311011 |    97.954% |   Q50615133 |    12:28:57 PM |     00:33:49
    317509 |                  6.395ms |                    1170ms |     311012 |    97.954% |   Q50694174 |    12:28:58 PM |     00:33:50
    317522 |                  6.398ms |                      77ms |     311025 |    97.954% |   Q50854889 |    12:28:59 PM |     00:33:51
    317523 |                  6.408ms |                    3330ms |     311026 |    97.954% |   Q50854891 |    12:29:02 PM |     00:33:54
    317525 |                  6.411ms |                   500.5ms |     311028 |    97.954% |   Q51236107 |    12:29:03 PM |     00:33:55
    317526 |                  6.436ms |                    7782ms |     311029 |    97.954% |   Q51236145 |    12:29:11 PM |     00:34:03
    317529 |                  6.439ms |                 333.333ms |     311032 |    97.954% |   Q52152722 |    12:29:12 PM |     00:34:04
    317530 |                  6.494ms |                   17613ms |     311033 |    97.954% |   Q52152729 |    12:29:30 PM |     00:34:22
    317531 |                  6.497ms |                    1001ms |     311033 |    97.954% |   Q52152729 |    12:29:30 PM |     00:34:23
    317532 |                  6.509ms |                    3574ms |     311033 |    97.953% |   Q52152729 |    12:29:30 PM |     00:34:26
    318160 |                  6.499ms |                   1.592ms |     311661 |    97.957% |   Q55205870 |    12:29:35 PM |     00:34:27
    318161 |                  6.503ms |                    1299ms |     311662 |    97.957% |   Q55205882 |    12:29:37 PM |     00:34:29
    318162 |                  6.513ms |                    3168ms |     311662 |    97.957% |   Q55205882 |    12:29:37 PM |     00:34:32
    319926 |                   6.48ms |                   0.567ms |     313426 |    97.968% |   Q56252066 |    12:29:41 PM |     00:34:33
    320642 |                  6.469ms |                   1.397ms |     314142 |    97.973% |   Q56266747 |    12:29:42 PM |     00:34:34
    320643 |                   6.47ms |                     398ms |     314143 |    97.973% |   Q56266750 |    12:29:42 PM |     00:34:34
    321333 |                  6.459ms |                   1.449ms |     314832 |    97.977% |   Q56597743 |    12:29:43 PM |     00:34:35
    322013 |                  6.449ms |                   1.544ms |     315512 |    97.981% |   Q56747324 |    12:29:44 PM |     00:34:36
    322014 |                  6.465ms |                    5084ms |     315513 |    97.981% |   Q56747341 |    12:29:49 PM |     00:34:41
    322015 |                  6.469ms |                    1246ms |     315514 |    97.981% |   Q57416265 |    12:29:51 PM |     00:34:42
    322016 |                  6.472ms |                    1001ms |     315515 |    97.981% |   Q57568729 |    12:29:52 PM |     00:34:43
    322017 |                  6.475ms |                    1218ms |     315516 |    97.981% |   Q57587845 |    12:29:53 PM |     00:34:45
    322018 |                  6.501ms |                    8354ms |     315516 |    97.981% |   Q57587845 |    12:29:53 PM |     00:34:53
    322019 |                  6.504ms |                    1002ms |     315516 |    97.981% |   Q57587845 |    12:29:53 PM |     00:34:54
    322020 |                  6.505ms |                     291ms |     315516 |     97.98% |   Q57587845 |    12:29:53 PM |     00:34:54
    322945 |                   6.49ms |                   1.081ms |     316441 |    97.986% |   Q59742496 |    12:30:04 PM |     00:34:55
    324171 |                  6.468ms |                   0.816ms |     317667 |    97.994% |   Q59885721 |    12:30:05 PM |     00:34:56
    326944 |                  6.416ms |                   0.361ms |     320440 |    98.011% |   Q59987166 |    12:30:06 PM |     00:34:57
    328602 |                  6.387ms |                   0.603ms |     322098 |    98.021% |   Q60093492 |    12:30:07 PM |     00:34:58
    328603 |                  6.394ms |                    2119ms |     322099 |    98.021% |   Q60094464 |    12:30:09 PM |     00:35:00
    328604 |                    6.4ms |                    2173ms |     322100 |    98.021% |   Q60615571 |    12:30:11 PM |     00:35:03
    328608 |                  6.403ms |                   250.5ms |     322104 |    98.021% |   Q61050084 |    12:30:12 PM |     00:35:04
    328609 |                  6.404ms |                     249ms |     322105 |    98.021% |   Q61052625 |    12:30:12 PM |     00:35:04
    331898 |                  6.343ms |                   0.304ms |     325394 |     98.04% |   Q61551141 |    12:30:13 PM |     00:35:05
    334845 |                  6.291ms |                   0.339ms |     328341 |    98.058% |   Q61621319 |    12:30:14 PM |     00:35:06
    335450 |                  6.282ms |                   1.653ms |     328946 |    98.061% |   Q61791455 |    12:30:15 PM |     00:35:07
    335625 |                  6.282ms |                    5.72ms |     329120 |    98.062% |   Q61927880 |    12:30:16 PM |     00:35:08
    335835 |                  6.281ms |                   4.762ms |     329330 |    98.063% |   Q62136304 |    12:30:17 PM |     00:35:09
    338405 |                  6.236ms |                   0.389ms |     331900 |    98.078% |   Q62183733 |    12:30:18 PM |     00:35:10
